account_id,account_type,country,created_at,status
ACC_000502,savings,IN,2024-11-29T14:59:57,suspended
ACC_000503,current,IN,2025-04-16T00:02:14,active
ACC_000504,current,IN,2025-03-05T05:30:40,active
ACC_000505,current,IN,2026-01-07T20:27:47,active
ACC_000506,salary,IN,2025-10-27T06:18:03,active
ACC_000507,current,IN,2024-04-29T10:48:19,active
ACC_000508,salary,IN,2024-10-22T06:19:36,active
ACC_000509,savings,IN,2025-03-14T03:20:21,active
ACC_000510,salary,IN,2026-01-04T21:31:03,active
ACC_000511,salary,IN,2024-09-23T04:31:13,active
ACC_000512,salary,IN,2026-07-28T19:31:36,active
ACC_000513,salary,IN,2026-04-21T02:22:37,suspended
ACC_000514,current,IN,2025-09-07T05:40:19,active
ACC_000515,salary,IN,2025-04-23T04:10:47,active
ACC_000516,salary,IN,2025-01-19T22:38:04,active
ACC_000517,current,IN,2024-08-10T01:09:06,active
ACC_000518,savings,IN,2024-11-13T13:43:37,active
ACC_000519,current,IN,2024-03-23T00:47:39,active
ACC_000520,current,IN,2023-12-16T08:46:12,active
ACC_000521,savings,IN,2023-10-06T19:12:10,active
ACC_000522,salary,IN,2024-11-01T04:40:39,active
ACC_000523,salary,IN,2024-12-03T01:37:21,active
ACC_000524,salary,IN,2023-10-04T12:26:13,active
ACC_000525,salary,IN,2024-04-30T14:35:52,active
ACC_000526,savings,IN,2023-11-25T17:40:55,active
ACC_000527,current,IN,2024-04-08T09:49:19,active
ACC_000528,current,IN,2025-11-07T13:33:26,active
ACC_000529,current,IN,2024-11-04T06:35:45,active
ACC_000530,salary,IN,2023-11-05T15:27:17,active
ACC_000531,savings,IN,2026-07-13T02:06:26,active
ACC_000532,salary,IN,2024-03-30T19:58:58,active
ACC_000533,savings,IN,2026-02-01T23:14:32,active
ACC_000534,current,IN,2023-12-01T05:59:04,active
ACC_000535,salary,IN,2026-05-05T13:23:07,active
ACC_000536,current,IN,2025-07-09T15:48:32,active
ACC_000537,savings,IN,2024-01-25T09:12:55,active
ACC_000538,current,IN,2025-09-18T18:00:40,active
ACC_000539,savings,IN,2026-03-14T14:56:58,active
ACC_000540,savings,IN,2026-01-06T23:33:47,active
ACC_000541,savings,IN,2024-10-26T02:44:25,active
ACC_000542,savings,IN,2026-07-28T06:08:55,active
ACC_000543,salary,IN,2024-08-21T03:57:28,active
ACC_000544,current,IN,2024-09-24T06:18:19,active
ACC_000545,savings,IN,2025-09-25T17:07:07,active
ACC_000546,savings,IN,2025-08-26T07:09:51,active
ACC_000547,savings,IN,2023-09-20T01:10:29,active
ACC_000548,savings,IN,2024-12-14T11:33:28,active
ACC_000549,salary,IN,2025-06-26T20:26:18,active
ACC_000550,salary,IN,2025-12-24T23:50:45,active
ACC_000551,salary,IN,2026-01-17T03:06:45,active
ACC_000552,current,IN,2025-06-11T05:38:15,active
ACC_000553,salary,IN,2026-01-07T10:10:36,active
ACC_000554,current,IN,2025-06-29T04:58:55,active
ACC_000555,salary,IN,2024-11-30T06:37:32,inactive
ACC_000556,current,IN,2025-03-21T14:09:23,active
ACC_000557,salary,IN,2025-05-26T13:41:23,active
ACC_000558,salary,IN,2025-03-22T09:48:45,inactive
ACC_000559,salary,IN,2024-08-30T13:45:24,active
ACC_000560,savings,IN,2026-02-13T14:37:12,active
ACC_000561,current,IN,2026-04-13T12:28:04,active
ACC_000562,salary,IN,2024-04-04T06:15:02,active
ACC_000563,current,IN,2025-11-02T16:35:13,active
ACC_000564,salary,IN,2025-01-26T21:20:59,active
ACC_000565,salary,IN,2023-09-17T11:08:33,active
ACC_000566,savings,IN,2024-01-25T09:14:37,active
ACC_000567,savings,IN,2024-11-17T12:56:54,active
ACC_000568,salary,IN,2025-03-19T05:10:28,active
ACC_000569,current,IN,2025-05-24T13:55:44,active
ACC_000570,current,IN,2024-04-30T06:56:21,active
ACC_000571,savings,IN,2023-11-23T12:21:58,active
ACC_000572,savings,IN,2025-07-07T01:46:09,active
ACC_000573,salary,IN,2025-06-25T05:53:27,active
ACC_000574,savings,IN,2024-03-04T08:57:02,active
ACC_000575,salary,IN,2024-04-29T23:13:00,inactive
ACC_000576,current,IN,2025-10-27T23:41:08,active
ACC_000577,savings,IN,2026-01-21T05:34:51,active
ACC_000578,current,IN,2026-02-25T16:30:07,active
ACC_000579,salary,IN,2026-04-04T10:05:17,active
ACC_000580,savings,IN,2026-05-22T16:36:09,active
ACC_000581,current,IN,2026-03-24T15:53:20,active
ACC_000582,savings,IN,2024-01-17T23:44:25,active
ACC_000583,current,IN,2024-06-17T11:09:58,active
ACC_000584,salary,IN,2023-11-21T06:05:18,active
ACC_000585,savings,IN,2025-10-25T12:36:02,active
ACC_000586,savings,IN,2025-07-17T06:42:54,active
ACC_000587,savings,IN,2026-06-06T07:36:01,active
ACC_000588,salary,IN,2025-09-02T00:42:40,inactive
ACC_000589,salary,IN,2024-09-16T04:02:32,active
ACC_000590,savings,IN,2026-04-08T13:59:58,active
ACC_000591,current,IN,2026-07-22T15:01:21,active
ACC_000592,salary,IN,2024-12-18T23:26:46,active
ACC_000593,salary,IN,2026-05-15T06:07:58,active
ACC_000594,savings,IN,2025-06-27T09:46:15,active
ACC_000595,salary,IN,2023-11-04T03:50:36,active
ACC_000596,current,IN,2024-01-31T13:49:10,active
ACC_000597,current,IN,2025-04-19T02:20:51,active
ACC_000598,salary,IN,2024-05-29T12:17:36,active
ACC_000599,current,IN,2026-03-23T19:27:12,active
ACC_000600,savings,IN,2024-07-09T14:12:47,active
ACC_000601,savings,IN,2025-03-23T16:26:23,active
ACC_000602,savings,IN,2025-04-03T09:41:08,active
ACC_000603,salary,IN,2024-10-03T23:58:30,active
ACC_000604,salary,IN,2024-12-22T08:37:48,active
ACC_000605,salary,IN,2025-04-20T05:10:08,active
ACC_000606,savings,IN,2024-02-04T00:33:45,active
ACC_000607,savings,IN,2026-06-11T17:32:16,active
ACC_000608,savings,IN,2023-09-11T22:58:41,active
ACC_000609,savings,IN,2025-03-30T16:01:20,active
ACC_000610,current,IN,2025-12-06T06:45:26,active
ACC_000611,savings,IN,2025-09-09T17:48:05,active
ACC_000612,salary,IN,2026-07-26T13:47:57,active
ACC_000613,current,IN,2025-06-29T11:58:50,active
ACC_000614,current,IN,2026-03-12T02:58:14,active
ACC_000615,salary,IN,2023-09-09T20:46:54,active
ACC_000616,salary,IN,2024-10-13T20:44:43,active
ACC_000617,salary,IN,2025-04-25T15:32:02,active
ACC_000618,savings,IN,2024-03-12T19:03:42,active
ACC_000619,current,IN,2024-08-09T10:29:28,active
ACC_000620,savings,IN,2026-03-18T08:33:20,active
ACC_000621,savings,IN,2025-03-04T08:14:13,active
ACC_000622,current,IN,2023-11-26T08:06:04,active
ACC_000623,current,IN,2026-01-02T22:30:36,active
ACC_000624,salary,IN,2025-02-08T06:21:53,inactive
ACC_000625,salary,IN,2026-06-13T00:11:17,active
ACC_000626,salary,IN,2025-08-28T17:53:37,suspended
ACC_000627,current,IN,2024-04-11T07:10:39,active
ACC_000628,savings,IN,2023-09-29T22:31:57,active
ACC_000629,salary,IN,2024-08-03T18:10:47,active
ACC_000630,current,IN,2025-11-14T03:01:36,active
ACC_000631,savings,IN,2024-10-05T06:25:32,active
ACC_000632,current,IN,2024-10-21T19:59:17,active
ACC_000633,savings,IN,2024-11-18T23:06:38,active
ACC_000634,current,IN,2026-08-20T18:05:50,active
ACC_000635,salary,IN,2024-10-10T22:29:16,active
ACC_000636,salary,IN,2023-12-01T23:21:37,active
ACC_000637,salary,IN,2023-12-17T23:58:38,active
ACC_000638,current,IN,2023-10-09T17:17:59,active
ACC_000639,savings,IN,2024-03-08T04:47:13,active
ACC_000640,current,IN,2025-09-08T01:13:59,active
ACC_000641,salary,IN,2024-06-05T14:25:38,active
ACC_000642,salary,IN,2025-08-01T23:52:26,active
ACC_000643,savings,IN,2025-08-21T20:16:05,active
ACC_000644,salary,IN,2026-04-30T04:59:43,active
ACC_000645,salary,IN,2025-07-31T13:28:21,suspended
ACC_000646,savings,IN,2025-07-24T17:19:48,inactive
ACC_000647,savings,IN,2024-02-02T12:47:07,active
ACC_000648,current,IN,2023-10-22T07:10:17,active
ACC_000649,salary,IN,2025-12-21T05:18:36,active
ACC_000650,salary,IN,2025-07-05T11:55:55,active
ACC_000651,current,IN,2024-04-15T07:26:33,active
ACC_000652,current,IN,2023-11-16T21:47:01,active
ACC_000653,salary,IN,2025-04-26T15:22:39,active
ACC_000654,savings,IN,2023-09-17T07:37:09,active
ACC_000655,salary,IN,2025-05-20T20:16:03,active
ACC_000656,current,IN,2026-08-20T00:51:23,active
ACC_000657,current,IN,2025-01-09T03:36:30,active
ACC_000658,current,IN,2025-05-22T11:32:45,active
ACC_000659,savings,IN,2025-11-10T08:27:55,active
ACC_000660,salary,IN,2025-10-15T04:33:55,active
ACC_000661,current,IN,2023-09-18T07:32:34,active
ACC_000662,savings,IN,2023-09-15T23:06:10,active
ACC_000663,salary,IN,2023-12-11T13:54:46,active
ACC_000664,current,IN,2024-02-11T07:46:48,active
ACC_000665,salary,IN,2024-12-11T04:37:48,active
ACC_000666,salary,IN,2024-12-03T23:53:33,active
ACC_000667,current,IN,2025-07-14T12:54:57,active
ACC_000668,savings,IN,2025-08-30T09:01:52,active
ACC_000669,current,IN,2026-04-09T10:40:20,active
ACC_000670,salary,IN,2025-12-17T11:50:25,active
ACC_000671,savings,IN,2025-12-22T22:52:20,active
ACC_000672,salary,IN,2023-12-24T19:20:01,active
ACC_000673,salary,IN,2025-12-19T17:49:12,active
ACC_000674,current,IN,2025-02-04T13:15:50,active
ACC_000675,current,IN,2026-04-26T04:50:55,active
ACC_000676,savings,IN,2025-08-29T06:47:51,active
ACC_000677,salary,IN,2025-06-10T00:34:54,suspended
ACC_000678,current,IN,2026-06-11T16:14:37,active
ACC_000679,current,IN,2025-12-25T03:05:30,active
ACC_000680,savings,IN,2024-09-28T05:53:21,active
ACC_000681,current,IN,2026-04-08T06:16:01,active
ACC_000682,salary,IN,2026-03-20T03:28:23,inactive
ACC_000683,salary,IN,2024-11-20T16:11:51,active
ACC_000684,salary,IN,2026-07-07T14:58:20,active
ACC_000685,savings,IN,2025-09-07T08:47:35,active
ACC_000686,current,IN,2024-11-21T19:26:39,active
ACC_000687,current,IN,2024-03-25T14:45:23,active
ACC_000688,salary,IN,2024-03-08T05:13:12,suspended
ACC_000689,salary,IN,2024-11-15T18:33:12,active
ACC_000690,savings,IN,2023-12-31T15:15:14,active
ACC_000691,savings,IN,2025-12-28T16:51:43,active
ACC_000692,savings,IN,2023-10-05T22:09:53,active
ACC_000693,salary,IN,2024-04-10T05:35:00,active
ACC_000694,salary,IN,2026-04-09T01:31:45,active
ACC_000695,savings,IN,2023-09-06T04:35:10,active
ACC_000696,current,IN,2024-05-05T23:40:19,active
ACC_000697,current,IN,2025-10-13T10:53:04,active
ACC_000698,current,IN,2026-08-08T01:04:17,active
ACC_000699,current,IN,2025-05-23T13:01:47,active
ACC_000700,current,IN,2025-04-03T18:23:43,active
ACC_000701,savings,IN,2024-06-03T14:12:08,active
ACC_000702,salary,IN,2025-04-18T12:38:32,active
ACC_000703,savings,IN,2026-01-28T13:55:50,active
ACC_000704,salary,IN,2024-07-22T09:28:14,active
ACC_000705,savings,IN,2026-04-09T17:30:03,inactive
ACC_000706,salary,IN,2026-01-21T14:36:54,active
ACC_000707,current,IN,2023-10-25T22:14:27,active
ACC_000708,savings,IN,2025-08-08T16:08:53,inactive
ACC_000709,savings,IN,2024-03-06T04:43:41,active
ACC_000710,savings,IN,2023-11-01T05:22:03,inactive
ACC_000711,savings,IN,2024-05-29T09:41:22,active
ACC_000712,salary,IN,2024-06-28T21:07:16,inactive
ACC_000713,salary,IN,2025-07-11T09:36:43,inactive
ACC_000714,current,IN,2024-09-11T05:52:37,active
ACC_000715,salary,IN,2026-06-06T00:13:14,active
ACC_000716,savings,IN,2025-01-29T14:02:32,active
ACC_000717,current,IN,2026-01-09T21:42:09,active
ACC_000718,salary,IN,2026-02-06T08:15:06,active
ACC_000719,current,IN,2025-06-06T19:24:46,active
ACC_000720,salary,IN,2026-01-19T03:46:15,active
ACC_000721,savings,IN,2025-03-26T12:08:19,active
ACC_000722,current,IN,2024-05-04T08:36:12,active
ACC_000723,salary,IN,2025-03-21T10:10:05,active
ACC_000724,savings,IN,2026-05-29T13:11:14,active
ACC_000725,salary,IN,2026-05-29T22:07:04,inactive
ACC_000726,savings,IN,2023-10-24T05:05:16,active
ACC_000727,savings,IN,2024-04-28T12:09:04,active
ACC_000728,salary,IN,2026-01-10T05:23:18,active
ACC_000729,savings,IN,2026-08-22T05:18:59,suspended
ACC_000730,savings,IN,2025-04-09T00:56:14,active
ACC_000731,current,IN,2025-06-01T14:55:45,active
ACC_000732,savings,IN,2025-08-09T00:45:17,active
ACC_000733,current,IN,2023-09-18T15:40:17,active
ACC_000734,savings,IN,2024-08-13T18:07:48,active
ACC_000735,salary,IN,2024-02-13T15:28:24,active
ACC_000736,savings,IN,2024-05-18T15:10:04,active
ACC_000737,current,IN,2026-07-17T13:21:38,active
ACC_000738,salary,IN,2023-12-23T00:46:53,active
ACC_000739,savings,IN,2026-03-29T23:01:36,active
ACC_000740,savings,IN,2025-11-06T02:21:23,active
ACC_000741,salary,IN,2024-12-23T17:19:41,active
ACC_000742,savings,IN,2025-12-14T00:18:50,active
ACC_000743,salary,IN,2024-10-26T20:02:50,active
ACC_000744,savings,IN,2023-09-08T13:07:20,active
ACC_000745,current,IN,2025-07-25T09:19:56,active
ACC_000746,salary,IN,2024-01-09T00:58:29,active
ACC_000747,salary,IN,2025-09-27T14:38:32,active
ACC_000748,current,IN,2026-06-04T19:28:07,active
ACC_000749,current,IN,2024-11-03T04:28:09,active
ACC_000750,savings,IN,2024-11-07T11:30:19,active
ACC_000751,current,IN,2025-09-30T16:11:57,active
ACC_000752,salary,IN,2025-06-16T20:33:13,active
ACC_000753,current,IN,2023-12-20T09:27:32,active
ACC_000754,current,IN,2024-01-19T13:10:03,active
ACC_000755,savings,IN,2024-04-09T08:51:25,active
ACC_000756,current,IN,2025-03-18T00:06:49,active
ACC_000757,savings,IN,2025-04-20T07:00:05,active
ACC_000758,savings,IN,2025-07-07T17:08:52,active
ACC_000759,savings,IN,2023-09-25T20:19:22,active
ACC_000760,current,IN,2025-12-10T09:40:40,active
ACC_000761,current,IN,2024-12-15T16:04:54,active
ACC_000762,current,IN,2024-02-01T09:57:09,active
ACC_000763,savings,IN,2024-07-17T09:57:58,active
ACC_000764,savings,IN,2024-01-13T06:24:27,active
ACC_000765,current,IN,2025-11-27T09:34:52,active
ACC_000766,salary,IN,2024-03-17T17:50:14,active
ACC_000767,salary,IN,2026-04-03T00:53:29,active
ACC_000768,savings,IN,2025-07-11T08:28:26,active
ACC_000769,savings,IN,2024-03-06T22:38:04,inactive
ACC_000770,current,IN,2024-12-09T01:20:27,active
ACC_000771,current,IN,2026-01-23T18:05:06,active
ACC_000772,savings,IN,2024-09-03T18:00:10,suspended
ACC_000773,current,IN,2024-11-03T02:38:43,inactive
ACC_000774,salary,IN,2024-01-14T09:12:52,active
ACC_000775,salary,IN,2024-08-07T01:20:34,active
ACC_000776,savings,IN,2025-06-02T08:27:48,active
ACC_000777,current,IN,2024-12-30T09:57:54,active
ACC_000778,current,IN,2024-05-22T23:15:47,inactive
ACC_000779,savings,IN,2025-05-17T10:30:42,inactive
ACC_000780,salary,IN,2026-01-29T11:08:11,suspended
ACC_000781,current,IN,2026-03-12T08:26:08,active
ACC_000782,salary,IN,2025-05-24T08:44:10,active
ACC_000783,savings,IN,2025-01-06T01:45:18,active
ACC_000784,savings,IN,2024-01-08T17:55:08,active
ACC_000785,current,IN,2025-09-29T07:24:34,active
ACC_000786,salary,IN,2024-05-23T05:28:36,active
ACC_000787,savings,IN,2024-09-30T00:11:01,active
ACC_000788,savings,IN,2025-12-14T02:57:21,active
ACC_000789,current,IN,2023-10-27T22:09:21,active
ACC_000790,savings,IN,2025-03-07T22:58:52,active
ACC_000791,savings,IN,2025-07-28T09:55:58,active
ACC_000792,savings,IN,2026-01-09T10:12:19,active
ACC_000793,savings,IN,2025-06-17T03:58:54,active
ACC_000794,salary,IN,2025-08-25T17:01:50,active
ACC_000795,current,IN,2026-07-28T04:59:21,active
ACC_000796,savings,IN,2026-07-13T22:58:27,active
ACC_000797,current,IN,2025-04-01T07:55:08,active
ACC_000798,savings,IN,2024-02-15T07:46:07,active
ACC_000799,salary,IN,2023-12-11T00:57:47,active
ACC_000800,salary,IN,2025-07-21T15:05:24,active
ACC_000801,salary,IN,2024-11-09T09:21:52,active
ACC_000802,salary,IN,2024-11-21T06:44:45,active
ACC_000803,savings,IN,2025-05-20T03:29:15,inactive
ACC_000804,current,IN,2025-06-09T17:03:16,active
ACC_000805,savings,IN,2025-02-24T04:13:32,active
ACC_000806,current,IN,2025-12-04T18:27:59,active
ACC_000807,current,IN,2026-04-08T07:40:32,active
ACC_000808,current,IN,2025-08-31T10:57:46,active
ACC_000809,salary,IN,2025-02-19T17:08:01,active
ACC_000810,current,IN,2026-04-11T05:15:00,active
ACC_000811,savings,IN,2024-12-11T13:11:54,active
ACC_000812,savings,IN,2026-03-19T09:03:31,active
ACC_000813,current,IN,2026-04-14T09:43:53,active
ACC_000814,current,IN,2024-10-12T21:06:58,active
ACC_000815,savings,IN,2026-05-29T00:57:23,active
ACC_000816,salary,IN,2025-11-08T19:06:30,active
ACC_000817,current,IN,2025-11-28T04:58:57,active
ACC_000818,savings,IN,2024-02-14T07:28:31,active
ACC_000819,salary,IN,2026-08-23T03:38:56,active
ACC_000820,salary,IN,2025-05-08T08:19:27,active
ACC_000821,savings,IN,2026-08-09T17:45:10,active
ACC_000822,salary,IN,2024-09-25T06:39:34,active
ACC_000823,salary,IN,2024-02-03T15:01:50,active
ACC_000824,salary,IN,2023-09-12T06:28:52,inactive
ACC_000825,savings,IN,2024-01-08T00:24:31,active
ACC_000826,salary,IN,2023-12-17T05:36:59,active
ACC_000827,current,IN,2024-07-02T14:23:02,active
ACC_000828,savings,IN,2024-12-28T02:31:54,active
ACC_000829,salary,IN,2026-07-25T14:05:43,active
ACC_000830,salary,IN,2024-05-07T00:30:14,active
ACC_000831,savings,IN,2023-11-06T16:56:24,active
ACC_000832,current,IN,2025-09-01T11:16:41,active
ACC_000833,current,IN,2025-03-17T22:09:41,active
ACC_000834,current,IN,2023-09-03T02:50:46,active
ACC_000835,salary,IN,2025-06-05T18:31:28,active
ACC_000836,current,IN,2026-05-02T11:47:36,active
ACC_000837,savings,IN,2026-06-05T00:33:11,active
ACC_000838,savings,IN,2026-08-01T01:42:29,active
ACC_000839,current,IN,2024-02-15T13:10:35,active
ACC_000840,current,IN,2024-11-21T09:13:24,inactive
ACC_000841,current,IN,2025-07-03T02:41:31,active
ACC_000842,current,IN,2026-06-11T03:33:19,active
ACC_000843,current,IN,2023-12-09T22:40:49,active
ACC_000844,salary,IN,2023-09-27T11:06:39,active
ACC_000845,savings,IN,2023-09-05T09:57:48,active
ACC_000846,current,IN,2024-03-28T01:37:27,active
ACC_000847,current,IN,2025-06-08T02:10:23,active
ACC_000848,savings,IN,2024-08-06T08:44:25,active
ACC_000849,salary,IN,2024-05-11T01:32:07,active
ACC_000850,salary,IN,2024-07-02T03:48:53,active
ACC_000851,salary,IN,2025-03-02T03:15:05,active
ACC_000852,savings,IN,2024-01-01T21:13:16,suspended
ACC_000853,current,IN,2025-08-04T21:17:35,active
ACC_000854,salary,IN,2025-02-16T13:42:53,active
ACC_000855,salary,IN,2026-04-28T04:26:22,active
ACC_000856,salary,IN,2026-07-19T17:29:04,active
ACC_000857,current,IN,2025-03-05T07:54:14,inactive
ACC_000858,current,IN,2025-01-13T07:13:37,active
ACC_000859,savings,IN,2026-08-05T06:11:51,active
ACC_000860,current,IN,2025-05-20T22:52:56,active
ACC_000861,salary,IN,2025-03-19T00:01:59,active
ACC_000862,savings,IN,2026-02-26T14:47:51,inactive
ACC_000863,salary,IN,2025-12-03T03:18:03,active
ACC_000864,savings,IN,2024-11-19T22:34:33,active
ACC_000865,savings,IN,2024-10-29T14:08:17,active
ACC_000866,current,IN,2023-11-05T19:06:43,active
ACC_000867,savings,IN,2024-08-17T16:17:48,active
ACC_000868,savings,IN,2024-10-17T01:02:53,active
ACC_000869,savings,IN,2023-12-31T08:35:31,active
ACC_000870,current,IN,2024-03-26T21:03:18,active
ACC_000871,salary,IN,2024-05-16T04:43:54,active
ACC_000872,savings,IN,2025-09-09T00:30:20,active
ACC_000873,current,IN,2026-01-11T07:06:42,active
ACC_000874,savings,IN,2023-10-26T12:38:18,active
ACC_000875,current,IN,2026-05-02T15:17:27,active
ACC_000876,current,IN,2025-06-13T08:17:37,active
ACC_000877,current,IN,2026-03-31T09:00:38,suspended
ACC_000878,savings,IN,2025-03-26T13:07:44,active
ACC_000879,salary,IN,2024-03-15T13:15:30,active
ACC_000880,savings,IN,2024-12-28T04:21:19,active
ACC_000881,savings,IN,2025-05-01T20:51:44,inactive
ACC_000882,current,IN,2024-09-21T15:38:29,active
ACC_000883,salary,IN,2026-04-13T01:32:24,active
ACC_000884,current,IN,2026-01-23T22:12:40,active
ACC_000885,savings,IN,2025-01-11T22:02:46,active
ACC_000886,current,IN,2024-03-26T18:45:39,active
ACC_000887,savings,IN,2023-08-28T13:00:03,active
ACC_000888,savings,IN,2023-11-12T12:09:01,active
ACC_000889,current,IN,2025-10-17T03:16:02,active
ACC_000890,current,IN,2025-04-23T10:33:08,active
ACC_000891,salary,IN,2024-06-02T14:50:18,active
ACC_000892,salary,IN,2024-06-09T01:45:05,inactive
ACC_000893,savings,IN,2024-02-25T00:40:24,suspended
ACC_000894,current,IN,2025-03-03T12:57:53,active
ACC_000895,salary,IN,2026-03-29T15:17:19,active
ACC_000896,salary,IN,2024-10-26T13:34:13,active
ACC_000897,salary,IN,2025-04-30T21:16:20,active
ACC_000898,savings,IN,2026-04-18T08:20:51,active
ACC_000899,savings,IN,2023-12-07T11:19:33,inactive
ACC_000900,current,IN,2024-09-04T13:05:28,active
ACC_000901,salary,IN,2025-09-19T02:27:25,active
ACC_000902,savings,IN,2025-08-07T17:49:26,active
ACC_000903,savings,IN,2025-08-05T07:56:38,active
ACC_000904,savings,IN,2024-04-12T22:45:09,active
ACC_000905,salary,IN,2025-01-19T21:25:58,active
ACC_000906,savings,IN,2024-12-12T03:58:08,active
ACC_000907,savings,IN,2025-11-19T09:52:57,active
ACC_000908,salary,IN,2026-02-16T10:46:30,active
ACC_000909,current,IN,2025-12-13T15:37:48,active
ACC_000910,salary,IN,2024-12-08T22:25:35,active
ACC_000911,savings,IN,2026-06-06T21:42:16,active
ACC_000912,salary,IN,2025-09-11T02:17:57,active
ACC_000913,salary,IN,2024-07-27T03:03:12,active
ACC_000914,current,IN,2025-06-16T07:40:55,inactive
ACC_000915,salary,IN,2024-06-09T04:15:32,active
ACC_000916,salary,IN,2025-02-26T15:03:02,inactive
ACC_000917,savings,IN,2025-02-20T00:06:55,active
ACC_000918,current,IN,2026-07-08T10:27:09,active
ACC_000919,salary,IN,2026-02-09T01:07:04,active
ACC_000920,savings,IN,2026-05-04T00:08:41,active
ACC_000921,savings,IN,2026-04-23T15:32:50,active
ACC_000922,savings,IN,2025-08-04T12:21:13,active
ACC_000923,savings,IN,2024-10-07T12:00:27,active
ACC_000924,savings,IN,2024-10-17T06:48:22,active
ACC_000925,current,IN,2025-10-05T05:12:26,suspended
ACC_000926,current,IN,2023-11-16T05:06:09,active
ACC_000927,salary,IN,2026-02-08T19:08:19,active
ACC_000928,salary,IN,2024-07-11T10:40:08,active
ACC_000929,savings,IN,2025-12-09T21:17:40,active
ACC_000930,salary,IN,2024-01-14T05:13:28,active
ACC_000931,salary,IN,2024-01-02T11:36:17,active
ACC_000932,current,IN,2025-03-12T16:43:45,active
ACC_000933,salary,IN,2025-04-13T00:44:39,active
ACC_000934,current,IN,2025-07-15T23:21:41,active
ACC_000935,current,IN,2025-05-27T05:43:10,active
ACC_000936,salary,IN,2024-09-03T18:25:53,active
ACC_000937,salary,IN,2025-02-24T10:55:36,active
ACC_000938,current,IN,2023-12-09T05:17:53,active
ACC_000939,current,IN,2025-01-20T02:31:59,active
ACC_000940,savings,IN,2025-06-12T17:46:41,active
ACC_000941,savings,IN,2026-03-14T06:29:00,active
ACC_000942,salary,IN,2023-12-01T01:35:26,active
ACC_000943,salary,IN,2023-10-14T20:32:51,active
ACC_000944,savings,IN,2023-12-14T02:18:35,active
ACC_000945,salary,IN,2025-11-17T00:11:41,inactive
ACC_000946,current,IN,2025-01-27T12:41:38,active
ACC_000947,current,IN,2023-08-28T14:49:58,active
ACC_000948,current,IN,2023-11-12T12:56:34,active
ACC_000949,savings,IN,2024-01-17T17:34:17,active
ACC_000950,savings,IN,2025-04-26T23:24:10,active
ACC_000951,salary,IN,2024-03-26T14:15:37,active
ACC_000952,current,IN,2026-04-20T03:40:59,active
ACC_000953,current,IN,2026-05-20T13:09:41,active
ACC_000954,current,IN,2026-05-27T02:43:38,active
ACC_000955,savings,IN,2026-03-09T14:44:31,active
ACC_000956,savings,IN,2026-06-23T22:39:46,active
ACC_000957,savings,IN,2026-05-31T17:20:33,active
ACC_000958,savings,IN,2026-03-03T00:11:38,active
ACC_000959,current,IN,2023-12-31T06:10:21,active
ACC_000960,current,IN,2024-05-24T22:23:07,active
ACC_000961,savings,IN,2024-01-17T23:52:54,inactive
ACC_000962,salary,IN,2026-07-04T17:42:55,active
ACC_000963,savings,IN,2026-02-13T02:26:36,active
ACC_000964,savings,IN,2024-08-18T15:53:20,active
ACC_000965,current,IN,2025-09-22T17:32:55,active
ACC_000966,salary,IN,2026-03-30T21:07:56,active
ACC_000967,current,IN,2024-12-26T17:52:59,active
ACC_000968,current,IN,2023-12-19T10:29:10,active
ACC_000969,savings,IN,2024-10-26T17:49:44,active
ACC_000970,current,IN,2026-08-08T05:55:42,active
ACC_000971,savings,IN,2025-01-01T13:34:43,active
ACC_000972,salary,IN,2025-11-02T15:03:23,active
ACC_000973,salary,IN,2025-07-22T00:08:42,active
ACC_000974,current,IN,2023-09-30T10:00:41,inactive
ACC_000975,savings,IN,2024-03-28T06:37:53,active
ACC_000976,salary,IN,2024-04-02T03:30:20,active
ACC_000977,current,IN,2026-06-16T00:01:26,active
ACC_000978,current,IN,2026-07-31T08:39:22,active
ACC_000979,salary,IN,2026-06-25T04:07:46,active
ACC_000980,current,IN,2025-04-10T20:04:08,active
ACC_000981,current,IN,2025-02-04T11:57:34,active
ACC_000982,salary,IN,2025-06-23T09:41:39,active
ACC_000983,current,IN,2026-08-24T03:36:14,active
ACC_000984,salary,IN,2024-06-16T17:00:29,active
ACC_000985,current,IN,2025-04-14T03:52:34,active
ACC_000986,salary,IN,2024-01-06T02:40:03,active
ACC_000987,salary,IN,2025-11-16T18:46:23,inactive
ACC_000988,current,IN,2024-04-23T10:12:47,active
ACC_000989,savings,IN,2025-01-04T13:55:30,inactive
ACC_000990,current,IN,2025-02-17T08:49:51,active
ACC_000991,savings,IN,2025-05-23T06:18:07,active
ACC_000992,salary,IN,2023-08-29T14:44:57,active
ACC_000993,savings,IN,2024-06-22T20:51:57,active
ACC_000994,salary,IN,2025-09-01T18:38:04,inactive
ACC_000995,savings,IN,2024-12-09T13:51:15,active
ACC_000996,current,IN,2024-01-18T02:07:20,active
ACC_000997,salary,IN,2023-09-30T23:42:03,active
ACC_000998,current,IN,2025-07-16T05:50:47,active
ACC_000999,savings,IN,2026-03-05T10:53:22,active
ACC_001000,salary,IN,2026-08-09T04:08:16,active
